,Date,6/30/1995,9/30/1995,12/31/1995,3/31/1996,6/30/1996,9/30/1996,12/31/1996,3/31/1997,6/30/1997,9/30/1997,12/31/1997,3/31/1998,6/30/1998,9/30/1998,12/31/1998,3/31/1999,6/30/1999,9/30/1999,12/31/1999,3/31/2000,6/30/2000,9/29/2000,12/29/2000,3/30/2001,6/29/2001,9/28/2001,12/31/2001,3/29/2002,6/28/2002,9/30/2002,12/31/2002,3/31/2003,6/30/2003,9/30/2003,12/31/2003,3/31/2004,6/30/2004,9/30/2004,12/31/2004,3/31/2005,6/30/2005,9/30/2005,12/30/2005,3/31/2006,6/30/2006,9/29/2006,12/29/2006,3/30/2007,6/29/2007,9/28/2007,12/31/2007,3/31/2008,6/30/2008,9/30/2008,12/31/2008,3/31/2009,6/30/2009,9/30/2009,12/31/2009,3/31/2010,6/30/2010,9/30/2010,12/31/2010,3/31/2011,6/30/2011,9/30/2011,12/30/2011,3/30/2012,6/29/2012,9/28/2012,12/31/2012,3/29/2013,6/28/2013,9/30/2013,12/31/2013,3/31/2014,6/30/2014,9/30/2014,12/31/2014,3/31/2015,6/30/2015,9/30/2015,12/31/2015,3/31/2016,6/30/2016,9/30/2016,12/30/2016,3/31/2017,6/30/2017,9/29/2017,12/29/2017,3/30/2018,6/29/2018,9/28/2018,12/31/2018,
IR US  EQUITY,HISTORICAL_MARKET_CAP,4051.8225,4083.9749,3825.4639,4445.0101,4780.0376,5199.0651,4871.9491,4729.0373,6830.4144,7128.9536,6699.0644,7933.992,7281.152,6237.8736,7767.3806,8234.475,10669.5879,8986.4567,8982.2904,7162.1281,6484.5565,5447.512,6717.8807,6349.5494,6937.4618,5678.0281,7024.2424,8452.0298,7724.3481,5826.8002,7287.0009,6536.5287,8105.8685,9270.771,11841.9372,11723.3395,11839.2156,11705.4533,13899.93,13425.7722,12033.6931,12647.8019,13350.6795,13749.7071,13764.1543,11644.8765,12002.2274,13081.5583,15714.5536,14839.1567,12667.722,12165.2364,11922.4603,9936.5701,6433.6062,4403.5441,6671.2838,9816.2263,11458.8178,11224.762,11134.0268,11570.4221,15454.4837,16001.1757,15029.6618,8769.0422,9052.637,12352.2504,13002.0807,13490.9036,14177.2511,16442.0638,16157.8828,18708.3419,17126.9996,15449.2287,16721.898,14961.995,16665.188,18022.0872,17890.0975,13253.4575,14444.5964,15965.3272,16429.3386,17550.9977,19435.8343,20931.768,23213.06,22337.085,22251.046,21206.48,22010.769,25124.88,22069.0199,
INTC US  EQUITY,HISTORICAL_MARKET_CAP,52137.8438,49477.3007,46591.75,46774.0014,60534.5304,79495.6226,111142.875,113943.375,116147.125,152250.25,115384.5,133772,128310,147216.9375,207187.5,193584.5625,182973.75,252819.7344,277138.75,441858.6875,448788.9375,279715.625,202050.0625,176951.5625,196794,137193.28,215685.6,203321.26,121769.55,96857.5,107830,112515.48,133910.7,178127.64,203432.32,177093.84,178208.7,127281.99,147195.62,142040.73,159697.53,148590.2,147738.24,113023.68,109573,118442.06,116761.5,110590.53,138237.3212,150944.82,155689.68,118960.38,121203.6,106790.4,78869.16,86120.7,91175.13,106922.4,112282.59,123142.88,111520.9275,108299.86,114849.24,105225.92,119071.05,109192.53,121250,140743.69,133596.45,112867.21,100017.12,108039.58,120689.63,114279.54,127155.2,127382.64,153041.64,166400.82,178287.4,151744,147438.06,136271.3,165280.5,153034.2,154842,178897.25,171557.1,169853.63,158544.26,178214.4,216351.92,242692.8,229212.81,215831.56,211123,
ICE US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2017.8249,3836.6941,3265.1508,4296.3312,6271.6875,8433.8343,10234.6205,10553.4044,13419.3675,9200.772,8054.214,5826.3869,5965.6882,5416.7989,8357.4557,7116.7377,8252.8147,8291.5603,8367.3848,7659.0114,8734.0524,9082.0431,9156.4576,8598.6846,8730.8337,9996.8927,9893.4969,9714.6494,9038.13,11865.1363,12948.3939,13222.7967,25865.8,22750.45,21912.4,22040.65,24779.77,26126.24,24820.71,25848.9,30443.688,27981.66,30459.24,32053.84,33569.9,35502.91,38826.88,40258.2,41136.48,42134.12,42217.7,42762.19,42862.77,
IBM US  EQUITY,HISTORICAL_MARKET_CAP,54597.4102,52760.7677,50052.8481,60038.4011,52221.9078,64434.4796,76959.1197,68154.9204,88649.054,103050.1282,100240.2712,98982.6929,107127.2943,118586.4807,168870.3498,160839.8458,233824.8781,218115.0845,192472.2947,209859.5841,192907.2367,197586.938,149846.4306,169028.3663,196242.5838,158000.7213,208437.5135,178036.46,121991.2559,98549.032,133483.4344,135527.04,142739.935,151964.9613,157047.0972,154784.3803,147667.9933,142731.1424,162222.5041,147425.2274,118407.7157,126708.8141,129381.1364,127861.0384,116907.6724,123430.4701,146354.7858,139959.8189,143182.7927,162323.1294,149743.8103,158142.3245,160589.2006,157130.846,112698.3129,128030.1866,136882.4631,157120.0472,170868.6687,164461.0865,155742.6163,166650.3231,180220.3325,197510.4165,204878.4278,206104.959,213886.0099,240674.5188,223503.8551,234404.488,214031.7783,236505.8447,209346.8288,201078.5146,197772.1081,194835.1888,180833.531,187867.2472,158919.6319,158049.8178,159330.3218,140636.865,132903.5871,145386.2225,145078.0353,151043.2454,157004.5302,163603.9874,143360.3757,134313.8131,141480.7367,140843.8772,127513.716,137418.707,101448.1345,
IP US  EQUITY,HISTORICAL_MARKET_CAP,10890.25,10951.8358,9902.2678,11784.7457,11060.6196,12756.6302,12178.3097,11731.1995,14651.3068,16626.4993,13032.3755,14179.6875,13218.1997,14313.875,36979.275,12943.125,20758.2753,19869.0372,23331.2625,17681.4,14366.6436,13810.1623,19651.2188,17426.64,17243.1,16790.7195,19432.56,20760.9275,21014.2765,16029.3032,16754.127,16186.8198,17121.8164,18745.2078,20757.465,20525.6825,21728.6703,19659.465,20475,18045.495,14814.984,14613.92,16482.344,17029.182,15928.5512,17082.979,15464.35,16194.36,16725.115,15359.534,13767.976,11633.44,9963.08,11194.568,5044.5,3039.872,6543.725,9625.59,11598.418,10739.804,9884.784,9511.275,11922.948,13197.714,13034.322,10162.575,12935.2,15349.23,12645.234,15929.952,17525.0981,20681.0076,19726.9892,19976.32,21393.358,19872.0962,21566.8404,20217.7945,22512.4943,23404.0173,19879.5328,15665.9579,15537.678,16874.1295,17426.1474,19728.6083,21819.8107,20965.9448,23374.269,23460.978,23924.8745,22125.363,21295.512,19905.75,16167.8124,
IPG US  EQUITY,HISTORICAL_MARKET_CAP,2941.5751,3108.8872,3453.8644,3744.8458,3811.2187,3816.3823,3853.7702,4302.5012,5086.4237,6476.0993,6888.9192,8191.2432,8255.5632,7352.2205,11127.9487,10905.886,12194.4607,11556.3722,16594.2139,13649.0273,13221.6405,10473.2645,15826.3126,10869.5076,11019.6039,7705.0802,11180.89,13046.9682,9495.46,6103.8351,5437.6962,3608.4,5231.58,5530.8042,6523.92,6427.302,5794.06,4473.2159,5690.98,5246.8513,5204.1245,5011.3255,4148.5349,4170.4282,3680.731,4367.709,5735.664,5772.0097,5374.6867,4892.933,3821.432,3969.0638,4097.6587,3693.1856,1887.336,1970.9666,2454.8635,3655.6083,3587.418,4071.1169,3485.2922,4902.0159,5194.242,6142.8891,5981.5417,3320.4429,4373.635,5055.1485,4742.8308,4797.0361,4600.85,5582.0245,6142.2955,7151.0331,7513.65,7261.4345,8221.4606,7661.9559,8594.626,9134.1738,7908.4291,7773.4376,9386.496,9235.1994,9256.3467,8873.1728,9167.356,9707.8559,9674.4094,8079.1726,7725.312,8878.5199,8995.9302,8790.1188,7913.668,
IFF US  EQUITY,HISTORICAL_MARKET_CAP,5534.3892,5354.5437,5325.7921,5316.9495,5290.9946,4821.4788,4948.74,4783.8001,5510.4083,5352.7109,5620.2463,5080.553,4666.7945,3510.309,4685.9075,3983.3077,4668.4006,3660.0872,3943.9277,3611.0902,3047.4687,1802.0295,1978.9657,2112.7638,2403.6765,2635.5127,2815.4681,3308.6197,3080.1875,3004.7238,3308.3215,2923.5683,2988.4342,3092.7595,3273.0517,3356.4724,3524.5494,3603.2623,4055.7848,3729.7884,3396.3175,3325.5042,3105.9354,3109.7803,3204.7581,3542.0919,4395.7497,4212.7113,4655.6609,4277.3586,3898.3003,3546.0276,3068.6672,3102.74,2337.8068,2396.9169,2584.7079,2997.1461,3256.5351,3784.6123,3387.6617,3877.8714,4458.8942,5006.2709,5192.799,4547.6292,4241.8897,4747.6254,4463.9928,4859.2834,5431.4522,6254.258,6143.6671,6715.2459,6997.4175,7770.4938,8465.1932,7777.1617,8187.6165,9497.9323,8822.5044,8297.562,9573.8669,9076.3156,10040.332,11362.7917,9333.6721,10462.9832,10661.701,11286.6256,12048.1598,10804.9644,9798.5691,12759.7215,14315.7603,
INTU US  EQUITY,HISTORICAL_MARKET_CAP,1389.3492,1919.8388,3188.1599,2779.2874,2356.5361,1603.245,1249.128,1359.7155,1030.0736,1182.3517,1543.0647,1787.7584,2589.1144,2951.17,3005.861,5560.8282,5335.3577,5354.6281,5517.4107,12128.4217,7304.117,6946.2001,12712.2171,8241.0431,6700.9419,7237.8839,8529.2095,8348.106,8290.9798,9286.9927,10655.9353,9071.5127,7966.8707,8603.2274,9944.5496,9915.9649,8142.8756,7117.007,8501.9158,7231.2678,7304.0241,8604.96,8065.5771,9096.3618,9235.5601,10624.5588,12296.3509,10819.6605,9528.5551,9713.4565,10733.318,10099.7989,8630.8908,8816.658,8048.4144,7271.7099,7463.1464,9586.1502,9192.2538,9245.2191,11344.3707,12475.9747,15046.624,14454.44,16866.9604,14037.8799,16026.1304,16637.1574,17062.2521,17132.6678,17608.0987,18510.766,17697.7525,19144.2318,20330.2128,20767.3272,21532.9222,23357.3515,25119.7262,24391.2108,27656.7671,29372.9636,25755.1334,24877.7762,25866.9853,28619.1045,27953.5743,30356.7172,32085.5633,35080.2063,38610.8303,42995.1604,47412.3095,52819.7318,54769.481,55921.1202
ISRG US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,329.6443,419.2374,303.2445,174.6664,487.2922,225.8818,363.3267,341.9814,308.6468,292.3861,226.1644,239.6725,399.1202,452.6293,564.8524,568.7835,639.236,840.9407,1370.0765,1578.6139,1628.9344,2597.2386,4243.2331,4313.2459,4230.2912,3895.5361,3557.2439,4554.3769,5238.4287,8787.38,12425.81,12553.6424,10462.149,9425.6917,4975.8492,3609.5667,6207.7875,10015.3275,11682.055,13403.005,12435.428,11150.982,10026.475,13104.978,14549.501,14206.92,18196.293,21507.475,22096.221,19726.074,19712.874,19745.838,20093.4404,14335.887,14671.856,16818.816,14824.8,16764.066,19359.204,18585.104,17926.5,17142.334,20426.384,22900.005,25464.285,28050.921,24605.796,28206.096,34702.227,39046.1867,40982.762,46773.639,54403.176,65550.8,54836.34,
IVZ US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13327.086,10391.976,10229.868,8076.6263,5436.66,5451.138,7414.0605,9759.488,10133.586,9559.333,7554.987,9400.644,11070.006,11811.276,10551.06,6995.01,8960.14,11953.494,10061.52,11095.56,11516.126,12875.616,14081.04,14138.08,15764.84,16009.9,16296.675,17007.984,16989.648,17094.483,16071.963,13238.397,13977.9,12840.321,10468.846,12773.795,12251.292,12460.284,14318.811,14264.784,14875.434,13149.708,10910.848,9410.544,6647.454,
IPGP US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,824.0017,861.7985,855.8709,879.8067,693.5974,837.4368,874.8731,592.6514,381.8641,499.3131,694.1144,770.8594,682.0763,705.1937,1128.3015,1485.7785,2724.2042,3449.1943,2064.5388,1612.7578,2652.8559,2225.9507,2937.7823,3423.0938,3415.6585,3128.6912,2907.9174,4030.3632,3697.6115,3585.9401,3588.1406,3923.537,4877.9137,4490.5124,4009.7136,4715.1287,5089.0175,4251.825,4378.6413,5256.4857,6448.5116,7761.7351,9919.1002,11483.6718,12542.5061,11853.2243,8333.9045,5997.7547,,,,,,,,,
IQV US  EQUITY,HISTORICAL_MARKET_CAP,,,,,,,,,,,,,,,,,,,,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5486.8778,5786.3335,6008.0737,6602.5877,6774.0649,7122.8829,7307.4742,8367.9015,8905.1808,8562.5365,8198.004,7787.8479,7738.3951,9678.1587,18883.215,20092.235,22437.65,26286.855,20372.99,20377.447,20213.55,26246.402,22943.575,
IRM US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,154.4367,212.67,298.8425,306.705,251.0064,358.8,470.575,484.3242,484.3242,871.4167,871.4167,1061.3268,968.9063,488.5935,578.4199,1452.3457,1859.3697,1855.2276,2034.26,2058.21,2129.7872,2504.1795,2322.3192,2461.3848,2679.2616,2611.6684,2119.9767,2807.5006,3258.5557,3162.9729,3063.6653,3383.6355,3831.1286,4157.5991,4378.8019,3958.1482,3758.6548,4053.7819,4764.3175,5562.8296,5371.3915,4940.3183,5684.4643,5442.9431,264.8911,5227.0805,6105.039,7429.6629,5313.5593,5348.6408,4921.372,4993.7618,4482.432,5828.129,5420.8312,4632.7242,5577.1811,4536.3731,4477.6695,5003.6023,6254.0609,6915.8875,5900.7957,5301.9418,4930.0531,5657.0987,5871.4616,5899.6797,6921.1168,5085.4293,5166.5715,5809.807,5291.26,6841.5963,6323.6061,8111.5953,7680.0336,6534.7541,6547.8178,5708.3014,7185.2833,10476.2077,9886.3407,8564.4131,9420.8175,9084.0833,10381.7208,10681.7472,9395.4431,10016.3339,9880.3509,9279.6639,
JBHT US  EQUITY,HISTORICAL_MARKET_CAP,708.8524,585.2165,644.942,751.4085,795.7133,603.2024,520.73,505.827,542.283,566.2415,668.6812,1009.389,1267.3238,516.2435,818.984,748.062,578.9225,494.4634,493.3774,484.8112,542.6744,448.3579,592.0354,551.3471,671.4175,469.0629,834.7128,1033.8582,1157.155,924.3086,1152.0174,1059.5156,1505.2357,2095.9854,2163.7711,2259.562,3115.6808,3016.9394,3650.4923,3467.3033,3045.7631,2940.0807,3482.3283,3325.945,3670.6564,2996.9546,3470.6552,3704.6155,3964.6995,3336.9294,3431.9619,3920.0703,4180.5374,4204.962,3311.6518,3040.1505,3875.1291,4084.9227,2634.2874,4568.5585,4028.4645,4277.547,4958.0138,5461.0283,5660.3405,4216.3067,5270.1454,6365.9114,7005.9565,6154.1519,7017.6749,8757.5818,8456.9489,8595.2674,9062.7632,8433.3392,8598.827,8675.2738,9821.4575,9953.2996,9543.0324,8182.5828,8359.2091,9489.973,9119.2134,9102.6909,10804.3764,10089.8404,10000.1703,12191.2522,12619.4009,12857.9154,13290.7632,12985.3934,10114.4552,
JEC US  EQUITY,HISTORICAL_MARKET_CAP,557.062,634.213,637.775,726.3075,678.8925,579.0375,607.0444,630.6545,691.5475,789.6962,650.1836,835.534,823.5886,794.003,1044.8708,1020.7214,984.694,849.6475,849.8425,834.5831,857.6041,1063.6856,1219.6733,1546.048,1746.4028,1676.8128,1775.4,1934.5967,1891.6147,1691.1432,1951.0224,2322.6068,2334.9414,2518.2036,2682.5587,2508.6163,2217.6453,2171.0047,2712.1303,2977.0625,3244.7139,3917.9618,3954.5889,5081.4388,4685.3814,4408.7571,4822.5126,5551.2187,6896.084,9086.369,11590.9793,8962.371,9877.7735,6663.894,6204.0121,5329.0132,4961.1121,5405.2444,4682.87,5716.8963,4450.8109,4911.7129,5789.2523,6474.6143,5513.1458,4126.1739,5209.839,5719.7668,4908.7246,5253.3077,5434.9172,7351.7024,7244.6212,7607.4291,8139.8945,8343.1464,7122.6616,6545.4775,5769.4539,5600.269,5242.5518,4605.9209,5150.49,5345.1169,6053.5403,6255.5805,6906.4456,6658.6946,6541.3243,7014.8656,9337.0803,8382.4328,9006.7518,10879.6719,8084.2155,
SJM US  EQUITY,HISTORICAL_MARKET_CAP,606.7049,606.5571,550.1554,575.7135,599.6493,517.5367,464.4607,493.633,497.6426,686.0996,764.9352,369.527,709.4667,691.7662,625.0127,692.6625,568.032,655.8057,548.3626,464.387,416.2816,433.17,538.1385,598.0336,637.2314,663.003,817.5018,795.1154,815.593,1660.2262,1816.5882,1990.6143,1805.5664,2000.4384,2190.7322,2334.0603,2624.1525,2440.0316,2600.6245,2717.5879,2904.774,2778.9209,2667.9973,2531.4142,2235.8195,2555.2749,2782.1499,2688.8338,3169.4512,3209.828,3073.9737,2615.084,2724.5759,2670.4227,2444.6214,5346.9018,4665.8316,5950.7422,6273.5735,7155.67,7274.6066,7340.8978,7683.3517,7209.0728,8570.9012,8912.7746,8768.865,8922.288,8781.9719,8481.6493,9288.4157,9614.8282,10992.6463,11829.2462,11692.498,10077.0092,9832.1046,10145.03,10590.5841,10496.8594,13861.4044,13365.5584,14048.9036,15357.9796,14768.6494,17947.536,15289.1464,15818.8093,14375.0602,13847.84,12047.28,14414.704,12956.3896,12645.456,12326.816,11935.344
JNJ US  EQUITY,HISTORICAL_MARKET_CAP,43730.2112,48014.3195,55376.6394,61469.6817,65994.0441,68632.0923,66291.0794,73440.4495,85813.4231,77072.6286,87265.7605,96162.4203,103476.7018,104652.5218,116524.5212,126669.7528,130982.1133,144277.31,129587.9398,129587.9398,97670.3313,141715.1513,130606.5627,158361.967,122190.2543,151577.9053,168652.6132,182406.2899,196510.2527,155915.7196,163578.6766,157646.1433,170354.9656,153016.6983,145965.0153,150238.7882,148763.5823,161743.247,167864.1466,188422.2787,198704.0041,193174.0302,188258.8859,178766.1278,176030.8578,175804.501,188606.7356,191011.0446,174393.4372,178317.3116,188756.4942,191374.2257,180829.1106,177768.5814,192954.7318,162163.0637,145755.3813,155895.6708,167191.2912,177405.8156,181382.7422,162714.2958,169671.1542,169351.2995,162910.6285,184441.034,174017.0662,178663.7255,181107.7572,185827.766,190367.8718,193049.4157,228541.9609,241626.1817,244635.7551,260484.9958,275525.339,296342.5692,300314.3976,292405.4084,278531.1972,275900.669,251822.571,283010.2406,300458.6689,332050.0537,321618.8479,311817.1323,335650.9159,355223.7851,349074.5098,374802.393,343722.5204,325470.4033,370731.5264,338833.9755
JCI US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,24781.6713,31715.9838,36885.2387,44765.318,48935.5519,46888.9837,78139.7565,174510.6036,66033.708,84611.5013,79936.2639,87384.0081,97013.556,75772.1606,98581.335,88063.6575,117345.7043,64567.6678,26958.1782,28139.37,34089.6646,25678.6422,37909.1716,40823.0205,52983.57,57427.206,66550.091,61622.5225,71927.8657,67521.3648,58878.6351,56113.6592,58137.6351,55108.725,55375.5637,55759.4494,60066.8447,62477.3073,67158.4491,22006.0239,19700.5859,21624.6461,19219.0534,17184.2744,9989.2804,9424.8889,12530.0365,16288.2015,16896.1286,17521.1596,18709.1577,18828.0363,19835.2229,20974.5411,21616.4923,18933.4348,21531.6826,25967.0953,24299.0531,26201.2591,13294.7776,14810.0488,15222.3472,16197.939,18962.6008,19281.7615,20389.2373,19771.6235,18636.2217,18009.1298,16600.242,22314.7497,13615.4825,15597.5281,11711.2818,43542.5799,38665.053,39513.1349,40428.864,37388.1117,35293.671,32639.4435,30937.905,32375.2436,27061.555,
JPM US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,104215.25,109549.9164,94567.663,95839.651,106800.3239,84283.0899,87807.0551,,,,,,,,,,106800.3239,84283.0899,87807.0551,87625.7644,89092.1515,88459.0125,67373.5788,71732.5084,70949.4179,67615.0426,37901.4194,47968.944,48132.201,69560.1282,70004.7061,75025.4326,87326.7277,80932.5689,141600.5011,138727.0097,121975.3274,124112.4878,118870.6141,138386.6962,144613.6567,145764.4328,162835.1902,167199.3324,165280.1841,164659.3829,153900.7017,146986.2546,146066.205,117880.5138,174048.4273,117695.204,99880.521,133852.239,172595.9834,164261.4362,177897.203,145554.443,149417.7842,165874.6761,183783.4347,160083.4397,114422.2817,125441.9663,175736.5985,135661.0037,153806.0965,167256.431,179862.8808,198966.4441,194312.4939,219657.2141,229769.9123,216725.006,225188.4901,232471.5122,224817.6596,250581.0444,224438.4825,241899.2214,216547.3415,224448.5839,238276.6183,307295.0758,312078.2859,321633.3471,331393.4899,366301.457,374423.3181,350204.1239,375239.3462,319780.2985,
JNPR US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7452.3838,9428.4705,17673.1998,41395.1256,45904.1525,69525.4094,40098.5892,12175.3665,10003.6261,3135.0496,6237.3166,4184.0657,2092.1027,1785.9995,2530.1644,3087.9496,4783.118,5838.5701,7290.2434,13789.1421,13120.0366,12687.6662,14696.902,12021.8176,14120.1872,13440.7273,12671.8189,10817.14,9067.897,9836.3635,10781.292,11210.279,12782.6097,19045.8034,17357.458,13108.55,12066.8516,11136.1271,9154.4907,7816.0821,12431.3472,14194.7408,13850.8245,16104.2081,11903.5053,15816.6293,19396.9558,22486.5421,16774.506,9074.0308,10744.0077,12107.5698,8581.0498,9006.858,10000.228,9472.086,9817.204,10021.356,11176.664,12194.784,11656.5,9703.915,9289.584,9117.804,9980.271,9893.208,10598.4,9854.513,8609.172,9166.86,10769.886,10644.975,10608.34,10497.476,10416.75,8491.17,9580.548,10342.647,9321.624,
KSU US  EQUITY,HISTORICAL_MARKET_CAP,#N/A N/A,#N/A N/A,#N/A N/A,1781.0429,1613.3004,1575.9788,1621.44,1784.45,2304.069,3706.4048,3431.667,4804.7999,5433.9871,3835.0549,5401.5254,6289.038,7050.5154,5139.3661,8251.5845,9576.0156,10300.5207,505.0826,588.6675,828.3843,927.2388,707.268,837.1036,957.6832,1025.5811,755.8383,733.236,692.2776,742.2495,687.1656,890.3603,870.7099,971.447,951.1962,1121.7807,1228.8573,1650.092,1907.6736,1793.4571,1859.2584,2093.7069,2070.9816,2200.1713,2731.3082,2885.358,2473.3044,2642.5692,3120.2309,3672.4756,4048.4239,1742.3847,1163.9722,1528.4198,2543.2129,3202.9423,3498.3234,3726.4481,3838.6679,4912.7737,5975.3128,6513.8316,5487.8133,7475.0374,7884.9573,7652.368,8339.1612,9193.7653,12219.1797,11676.8926,12052.43,13649.6854,11259.8694,11860.9152,13375.6996,13471.176,11284.4334,10061.6675,9918.3208,8098.7936,9226.3093,9721.7558,10039.2776,9045.5716,9097.4961,11156.3827,11269.5305,10841.5326,11270.6712,10821.3644,11520.2508,9630.5879,
K US  EQUITY,HISTORICAL_MARKET_CAP,15645.757,15736.2793,16740.4614,16107.7828,15515.4489,14514.4415,13758.1497,13973.6082,17668.5481,17309.6263,20379.9947,17646.6202,15341.6395,13349.7332,13820.5229,13698.12,13371.501,15177.3119,12493.0822,10443.5048,12067.7605,9811.3935,10647.9975,10971.1797,11778.843,12194.28,12238.9911,13733.6887,14706.0426,13553.9,14038.2658,12139.1948,14014.6389,13499.174,15486.6456,15790.62,17020.172,17110.9904,18445.5792,17559.4829,18444.272,19108.704,17518.3519,17312.124,19212.4739,19725.609,19908.7323,20417.71,20495.0217,22058.872,20641.5064,19889.92,18196.2619,21905.7598,17202.8438,14540.1256,19617.58,18442.14,20289.4135,20371.8,19153.26,18734.88,18675.0723,19548,19999.4,19042.02,18068.7413,19199.54,17660.14,18494.28,19988.8552,23581.38,23251.26,21365.24,22123.6525,22304.67,23385.6,21921.25,23311.0605,23432.14,22288.42,23863.14,25296.2399,27251,28478.4,27191.97,25877.3206,25413.5,24033.16,21517.65,23521.08,22558.47,24175.02,24296.94,19686.2979,
KEY US  EQUITY,HISTORICAL_MARKET_CAP,7185.8789,8130.5735,8471.7339,8948.2537,8950.4364,9990.6842,11284.4267,10704.5734,12201.9265,13976.2493,15510.2033,16611.5224,15687.5755,12592.185,14478.4639,13574.6041,14412.5918,11585.2696,9810.8224,8314.21,7599.3005,10815.019,11851.112,10949.8812,11070.1561,10221.5278,10320.2817,11338.3491,11639.3827,10608.8541,10657.9522,9537.9168,10640.5401,10720.6316,12211.6041,12484.1148,12172.4936,12820.8615,13816.6118,13216.7894,13532.8539,13175.4906,13390.1154,14914.0599,14367.3249,15078.9017,15179.7956,14781.278,13366.7975,12566.9404,9117.1959,8781.5585,5332.5688,5907.5,4217.417,3923.7719,4177.5682,5710.6335,4875.8689,6812.653,6771.1582,7007.411,7793.3782,8470.8629,7945.3373,5640.789,7328.6315,8126.867,7317.961,8182.3443,7794.975,9188.9068,10078.2283,10235.1594,11953.5161,12600.5346,12564.8736,11576.7984,11945.7017,12049.0272,12670.9922,10867.0578,11023.5557,9298.8816,9311.8682,13168.6094,19719.0668,19513.1766,20477.9289,20307.514,21563.4243,20819.5575,20691.7658,20571.9684,15068.2543,
